candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.45,103,Magdalena,Puebloviejo
votos no marcados,votos no marcados,,180,Magdalena,Puebloviejo
votos nulos,votos nulos,,37,Magdalena,Puebloviejo
Iván Duque,Partido Centro Democrático,61.08,314,Cauca,Lopez (micay)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,38.13,196,Cauca,Lopez (micay)
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.77,4,Cauca,Lopez (micay)
votos no marcados,votos no marcados,,12,Cauca,Lopez (micay)
votos nulos,votos nulos,,4,Cauca,Lopez (micay)
Iván Duque,Partido Centro Democrático,65.01,786,Caldas,Filadelfia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.43,380,Caldas,Filadelfia
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.55,43,Caldas,Filadelfia
votos no marcados,votos no marcados,,25,Caldas,Filadelfia
votos nulos,votos nulos,,14,Caldas,Filadelfia
Iván Duque,Partido Centro Democrático,78.38,979,Cundinamarca,Quetame
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.25,228,Cundinamarca,Quetame
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.36,42,Cundinamarca,Quetame
votos no marcados,votos no marcados,,21,Cundinamarca,Quetame
votos nulos,votos nulos,,11,Cundinamarca,Quetame
Iván Duque,Partido Centro Democrático,78.34,1176,Santander,Capitanejo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.39,216,Santander,Capitanejo
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.26,109,Santander,Capitanejo
votos no marcados,votos no marcados,,25,Santander,Capitanejo
votos nulos,votos nulos,,12,Santander,Capitanejo
Iván Duque,Partido Centro Democrático,82.77,4972,Cordoba,Planeta Rica
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.79,889,Cordoba,Planeta Rica
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.43,146,Cordoba,Planeta Rica
votos no marcados,votos no marcados,,168,Cordoba,Planeta Rica
votos nulos,votos nulos,,70,Cordoba,Planeta Rica
Iván Duque,Partido Centro Democrático,76.83,1473,Norte De San,La Esperanza
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.59,299,Norte De San,La Esperanza
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.56,145,Norte De San,La Esperanza
votos no marcados,votos no marcados,,35,Norte De San,La Esperanza
votos nulos,votos nulos,,7,Norte De San,La Esperanza
Iván Duque,Partido Centro Democrático,74.33,808,Cundinamarca,Supata
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.5,212,Cundinamarca,Supata
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.16,67,Cundinamarca,Supata
votos no marcados,votos no marcados,,21,Cundinamarca,Supata
votos nulos,votos nulos,,19,Cundinamarca,Supata
Iván Duque,Partido Centro Democrático,89.3,1370,Cordoba,Chima
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.8,135,Cordoba,Chima
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.89,29,Cordoba,Chima
votos no marcados,votos no marcados,,68,Cordoba,Chima
votos nulos,votos nulos,,8,Cordoba,Chima
Iván Duque,Partido Centro Democrático,83.41,1021,Cundinamarca,Fosca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.64,167,Cundinamarca,Fosca
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.94,36,Cundinamarca,Fosca
votos no marcados,votos no marcados,,14,Cundinamarca,Fosca
votos nulos,votos nulos,,8,Cundinamarca,Fosca
Iván Duque,Partido Centro Democrático,78.15,694,Atlantico,Santa Lucia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,19.14,170,Atlantico,Santa Lucia
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.7,24,Atlantico,Santa Lucia
votos no marcados,votos no marcados,,18,Atlantico,Santa Lucia
votos nulos,votos nulos,,4,Atlantico,Santa Lucia
Iván Duque,Partido Centro Democrático,79.81,1447,Valle,Toro
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.77,286,Valle,Toro
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.41,80,Valle,Toro
votos no marcados,votos no marcados,,41,Valle,Toro
votos nulos,votos nulos,,27,Valle,Toro
Iván Duque,Partido Centro Democrático,62.84,565,Cundinamarca,Bojaca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,27.8,250,Cundinamarca,Bojaca
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.34,84,Cundinamarca,Bojaca
votos no marcados,votos no marcados,,9,Cundinamarca,Bojaca
votos nulos,votos nulos,,20,Cundinamarca,Bojaca
Iván Duque,Partido Centro Democrático,91.36,1736,Boyaca,Quipama
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,6.68,127,Boyaca,Quipama
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.94,37,Boyaca,Quipama
votos no marcados,votos no marcados,,32,Boyaca,Quipama
votos nulos,votos nulos,,26,Boyaca,Quipama
Iván Duque,Partido Centro Democrático,61.84,3128,Atlantico,Baranoa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.9,1563,Atlantico,Baranoa
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.25,367,Atlantico,Baranoa
votos no marcados,votos no marcados,,206,Atlantico,Baranoa
votos nulos,votos nulos,,47,Atlantico,Baranoa
Iván Duque,Partido Centro Democrático,78.54,985,Bolivar,Turbana
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.39,193,Bolivar,Turbana
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.06,76,Bolivar,Turbana
votos no marcados,votos no marcados,,43,Bolivar,Turbana
votos nulos,votos nulos,,8,Bolivar,Turbana
Iván Duque,Partido Centro Democrático,58.55,291,Cundinamarca,Sutatausa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,37.82,188,Cundinamarca,Sutatausa
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.62,18,Cundinamarca,Sutatausa
votos no marcados,votos no marcados,,4,Cundinamarca,Sutatausa
votos nulos,votos nulos,,7,Cundinamarca,Sutatausa
Iván Duque,Partido Centro Democrático,85.12,950,Nariño,El Tablon
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.96,100,Nariño,El Tablon
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.91,66,Nariño,El Tablon
votos no marcados,votos no marcados,,14,Nariño,El Tablon
votos nulos,votos nulos,,8,Nariño,El Tablon
Iván Duque,Partido Centro Democrático,53.87,146,Cauca,Balboa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,39.48,107,Cauca,Balboa
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.64,18,Cauca,Balboa
votos no marcados,votos no marcados,,37,Cauca,Balboa
votos nulos,votos nulos,,14,Cauca,Balboa
Iván Duque,Partido Centro Democrático,60.0,1532,Risaralda,Marsella
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,28.94,739,Risaralda,Marsella
Alejandro Ordóñez,G.S.C. La Patria De Pie,11.04,282,Risaralda,Marsella
votos no marcados,votos no marcados,,37,Risaralda,Marsella
votos nulos,votos nulos,,85,Risaralda,Marsella
Iván Duque,Partido Centro Democrático,84.03,25490,Sucre,Sincelejo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.79,3881,Sucre,Sincelejo
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.17,962,Sucre,Sincelejo
votos no marcados,votos no marcados,,709,Sucre,Sincelejo
votos nulos,votos nulos,,363,Sucre,Sincelejo
Iván Duque,Partido Centro Democrático,80.4,435,Cundinamarca,Puli
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.3,72,Cundinamarca,Puli
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.28,34,Cundinamarca,Puli
votos no marcados,votos no marcados,,7,Cundinamarca,Puli
votos nulos,votos nulos,,7,Cundinamarca,Puli
Iván Duque,Partido Centro Democrático,88.32,772,Bolivar,Barranco De Loba
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.03,79,Bolivar,Barranco De Loba
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.63,23,Bolivar,Barranco De Loba
votos no marcados,votos no marcados,,35,Bolivar,Barranco De Loba
votos nulos,votos nulos,,3,Bolivar,Barranco De Loba
Iván Duque,Partido Centro Democrático,73.51,594,Santander,Enciso
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.79,168,Santander,Enciso
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.69,46,Santander,Enciso
votos no marcados,votos no marcados,,9,Santander,Enciso
votos nulos,votos nulos,,5,Santander,Enciso
Iván Duque,Partido Centro Democrático,81.59,297,Meta,Mapiripan
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.28,52,Meta,Mapiripan
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.12,15,Meta,Mapiripan
votos no marcados,votos no marcados,,11,Meta,Mapiripan
votos nulos,votos nulos,,5,Meta,Mapiripan
Iván Duque,Partido Centro Democrático,86.68,1204,Boyaca,Chitaraque
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.16,169,Boyaca,Chitaraque
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.15,16,Boyaca,Chitaraque
votos no marcados,votos no marcados,,36,Boyaca,Chitaraque
votos nulos,votos nulos,,11,Boyaca,Chitaraque
Iván Duque,Partido Centro Democrático,71.28,283,Choco,Unguia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.42,93,Choco,Unguia
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.28,21,Choco,Unguia
votos no marcados,votos no marcados,,19,Choco,Unguia
votos nulos,votos nulos,,4,Choco,Unguia
Iván Duque,Partido Centro Democrático,59.66,216,Nariño,Los Andes (sotomayor)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,34.8,126,Nariño,Los Andes (sotomayor)
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.52,20,Nariño,Los Andes (sotomayor)
votos no marcados,votos no marcados,,13,Nariño,Los Andes (sotomayor)
votos nulos,votos nulos,,7,Nariño,Los Andes (sotomayor)
Iván Duque,Partido Centro Democrático,88.31,1542,Vichada,La Primavera
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.9,138,Vichada,La Primavera
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.78,66,Vichada,La Primavera
votos no marcados,votos no marcados,,40,Vichada,La Primavera
votos nulos,votos nulos,,9,Vichada,La Primavera
Iván Duque,Partido Centro Democrático,72.04,317,Antioquia,Guadalupe
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.63,104,Antioquia,Guadalupe
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.31,19,Antioquia,Guadalupe
votos no marcados,votos no marcados,,3,Antioquia,Guadalupe
votos nulos,votos nulos,,4,Antioquia,Guadalupe
Iván Duque,Partido Centro Democrático,80.48,132,Boyaca,Tunungua
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.24,25,Boyaca,Tunungua
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.26,7,Boyaca,Tunungua
votos no marcados,votos no marcados,,4,Boyaca,Tunungua
votos nulos,votos nulos,,0,Boyaca,Tunungua
Iván Duque,Partido Centro Democrático,84.3,1058,Cordoba,Buenavista
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.26,179,Cordoba,Buenavista
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.43,18,Cordoba,Buenavista
votos no marcados,votos no marcados,,37,Cordoba,Buenavista
votos nulos,votos nulos,,7,Cordoba,Buenavista
Iván Duque,Partido Centro Democrático,55.47,1853,Valle,Zarzal
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,35.68,1192,Valle,Zarzal
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.83,295,Valle,Zarzal
votos no marcados,votos no marcados,,136,Valle,Zarzal
votos nulos,votos nulos,,101,Valle,Zarzal
Iván Duque,Partido Centro Democrático,64.43,2382,Valle,Sevilla
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.61,1095,Valle,Sevilla
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.95,220,Valle,Sevilla
votos no marcados,votos no marcados,,45,Valle,Sevilla
votos nulos,votos nulos,,67,Valle,Sevilla
Iván Duque,Partido Centro Democrático,71.1,775,Antioquia,Puerto Nare-La Magdalena
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.93,250,Antioquia,Puerto Nare-La Magdalena
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.96,65,Antioquia,Puerto Nare-La Magdalena
votos no marcados,votos no marcados,,43,Antioquia,Puerto Nare-La Magdalena
votos nulos,votos nulos,,8,Antioquia,Puerto Nare-La Magdalena
Iván Duque,Partido Centro Democrático,80.99,1070,Huila,Algeciras
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,14.68,194,Huila,Algeciras
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.31,57,Huila,Algeciras
votos no marcados,votos no marcados,,25,Huila,Algeciras
votos nulos,votos nulos,,11,Huila,Algeciras
Iván Duque,Partido Centro Democrático,64.0,448,Putumayo,Valle Del Guamuez (la Hormiga)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,28.14,197,Putumayo,Valle Del Guamuez (la Hormiga)
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.85,55,Putumayo,Valle Del Guamuez (la Hormiga)
votos no marcados,votos no marcados,,45,Putumayo,Valle Del Guamuez (la Hormiga)
votos nulos,votos nulos,,21,Putumayo,Valle Del Guamuez (la Hormiga)
Iván Duque,Partido Centro Democrático,65.54,291,Boyaca,Somondoco
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.85,137,Boyaca,Somondoco
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.6,16,Boyaca,Somondoco
votos no marcados,votos no marcados,,5,Boyaca,Somondoco
votos nulos,votos nulos,,3,Boyaca,Somondoco
Iván Duque,Partido Centro Democrático,66.66,44,Choco,Sipi
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.3,20,Choco,Sipi
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.03,2,Choco,Sipi
votos no marcados,votos no marcados,,20,Choco,Sipi
votos nulos,votos nulos,,6,Choco,Sipi
Iván Duque,Partido Centro Democrático,72.53,2942,Putumayo,Mocoa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.37,867,Putumayo,Mocoa
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.08,247,Putumayo,Mocoa
votos no marcados,votos no marcados,,89,Putumayo,Mocoa
votos nulos,votos nulos,,55,Putumayo,Mocoa
Iván Duque,Partido Centro Democrático,77.74,4226,Norte De San,El Zulia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.57,1010,Norte De San,El Zulia
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.67,200,Norte De San,El Zulia
votos no marcados,votos no marcados,,104,Norte De San,El Zulia
votos nulos,votos nulos,,39,Norte De San,El Zulia
Iván Duque,Partido Centro Democrático,57.86,287,Antioquia,Anori
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,34.67,172,Antioquia,Anori
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.45,37,Antioquia,Anori
votos no marcados,votos no marcados,,7,Antioquia,Anori
votos nulos,votos nulos,,2,Antioquia,Anori
Iván Duque,Partido Centro Democrático,81.71,21541,Consulados,Estados Unidos
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.76,3365,Consulados,Estados Unidos
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.52,1456,Consulados,Estados Unidos
votos no marcados,votos no marcados,,268,Consulados,Estados Unidos
votos nulos,votos nulos,,54,Consulados,Estados Unidos
Iván Duque,Partido Centro Democrático,80.52,5185,Arauca,Tame
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.78,823,Arauca,Tame
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.69,431,Arauca,Tame
votos no marcados,votos no marcados,,120,Arauca,Tame
votos nulos,votos nulos,,71,Arauca,Tame
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,52.85,176,Choco,Medio Atrato (bete)
Iván Duque,Partido Centro Democrático,40.24,134,Choco,Medio Atrato (bete)
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.9,23,Choco,Medio Atrato (bete)
votos no marcados,votos no marcados,,55,Choco,Medio Atrato (bete)
votos nulos,votos nulos,,24,Choco,Medio Atrato (bete)
Iván Duque,Partido Centro Democrático,93.26,582,Boyaca,Panqueba
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,5.44,34,Boyaca,Panqueba
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.28,8,Boyaca,Panqueba
votos no marcados,votos no marcados,,13,Boyaca,Panqueba
votos nulos,votos nulos,,3,Boyaca,Panqueba
Iván Duque,Partido Centro Democrático,75.07,708,Tolima,Icononzo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.67,195,Tolima,Icononzo
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.24,40,Tolima,Icononzo
votos no marcados,votos no marcados,,21,Tolima,Icononzo
votos nulos,votos nulos,,5,Tolima,Icononzo
Iván Duque,Partido Centro Democrático,49.21,63,Nariño,Providencia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.18,54,Nariño,Providencia
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.59,11,Nariño,Providencia
votos no marcados,votos no marcados,,6,Nariño,Providencia
votos nulos,votos nulos,,2,Nariño,Providencia
Iván Duque,Partido Centro Democrático,66.42,4159,Caldas,La Dorada
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.1,1509,Caldas,La Dorada
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.47,593,Caldas,La Dorada
votos no marcados,votos no marcados,,188,Caldas,La Dorada
votos nulos,votos nulos,,157,Caldas,La Dorada
Iván Duque,Partido Centro Democrático,49.37,434,Antioquia,Segovia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.03,264,Antioquia,Segovia
Alejandro Ordóñez,G.S.C. La Patria De Pie,20.59,181,Antioquia,Segovia
votos no marcados,votos no marcados,,43,Antioquia,Segovia
votos nulos,votos nulos,,35,Antioquia,Segovia
Iván Duque,Partido Centro Democrático,61.79,621,Consulados,Chile
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,32.13,323,Consulados,Chile
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.06,61,Consulados,Chile
votos no marcados,votos no marcados,,4,Consulados,Chile
votos nulos,votos nulos,,13,Consulados,Chile
Iván Duque,Partido Centro Democrático,90.57,1125,Nariño,Arboleda (berruecos)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.05,100,Nariño,Arboleda (berruecos)
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.36,17,Nariño,Arboleda (berruecos)
votos no marcados,votos no marcados,,9,Nariño,Arboleda (berruecos)
votos nulos,votos nulos,,2,Nariño,Arboleda (berruecos)
Iván Duque,Partido Centro Democrático,77.81,1501,Putumayo,Villagarzon
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,16.12,311,Putumayo,Villagarzon
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.06,117,Putumayo,Villagarzon
votos no marcados,votos no marcados,,51,Putumayo,Villagarzon
votos nulos,votos nulos,,29,Putumayo,Villagarzon
Iván Duque,Partido Centro Democrático,69.37,2655,Tolima,Honda
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.6,980,Tolima,Honda
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.01,192,Tolima,Honda
votos no marcados,votos no marcados,,52,Tolima,Honda
votos nulos,votos nulos,,66,Tolima,Honda
Iván Duque,Partido Centro Democrático,64.28,9,Consulados,Grecia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,35.71,5,Consulados,Grecia
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Consulados,Grecia
votos no marcados,votos no marcados,,0,Consulados,Grecia
votos nulos,votos nulos,,0,Consulados,Grecia
Iván Duque,Partido Centro Democrático,58.1,147,Choco,EL Canton Del San Pablo (man.
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.62,80,Choco,EL Canton Del San Pablo (man.
Alejandro Ordóñez,G.S.C. La Patria De Pie,10.27,26,Choco,EL Canton Del San Pablo (man.
votos no marcados,votos no marcados,,105,Choco,EL Canton Del San Pablo (man.
votos nulos,votos nulos,,8,Choco,EL Canton Del San Pablo (man.
Iván Duque,Partido Centro Democrático,66.23,559,Risaralda,Mistrato
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.38,248,Risaralda,Mistrato
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.38,37,Risaralda,Mistrato
votos no marcados,votos no marcados,,8,Risaralda,Mistrato
votos nulos,votos nulos,,5,Risaralda,Mistrato
Iván Duque,Partido Centro Democrático,68.5,883,Cundinamarca,Agua De Dios
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.2,312,Cundinamarca,Agua De Dios
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.29,94,Cundinamarca,Agua De Dios
votos no marcados,votos no marcados,,16,Cundinamarca,Agua De Dios
votos nulos,votos nulos,,13,Cundinamarca,Agua De Dios
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,46.66,287,Boyaca,Motavita
Iván Duque,Partido Centro Democrático,45.69,281,Boyaca,Motavita
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.64,47,Boyaca,Motavita
votos no marcados,votos no marcados,,8,Boyaca,Motavita
votos nulos,votos nulos,,8,Boyaca,Motavita
Iván Duque,Partido Centro Democrático,75.24,3493,Caldas,Anserma
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.65,959,Caldas,Anserma
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.09,190,Caldas,Anserma
votos no marcados,votos no marcados,,50,Caldas,Anserma
votos nulos,votos nulos,,49,Caldas,Anserma
Iván Duque,Partido Centro Democrático,62.83,350,Cauca,Purace (coconuco)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,27.64,154,Cauca,Purace (coconuco)
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.51,53,Cauca,Purace (coconuco)
votos no marcados,votos no marcados,,45,Cauca,Purace (coconuco)
votos nulos,votos nulos,,12,Cauca,Purace (coconuco)
Iván Duque,Partido Centro Democrático,60.66,418,Nariño,Samaniego
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.02,200,Nariño,Samaniego
Alejandro Ordóñez,G.S.C. La Patria De Pie,10.3,71,Nariño,Samaniego
votos no marcados,votos no marcados,,33,Nariño,Samaniego
votos nulos,votos nulos,,18,Nariño,Samaniego
Iván Duque,Partido Centro Democrático,90.88,1475,Magdalena,Chivolo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,6.28,102,Magdalena,Chivolo
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.83,46,Magdalena,Chivolo
votos no marcados,votos no marcados,,41,Magdalena,Chivolo
votos nulos,votos nulos,,10,Magdalena,Chivolo
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Nariño,Francisco Pizarro (salahonda)
Iván Duque,Partido Centro Democrático,0.0,0,Nariño,Francisco Pizarro (salahonda)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,0.0,0,Nariño,Francisco Pizarro (salahonda)
votos no marcados,votos no marcados,,0,Nariño,Francisco Pizarro (salahonda)
votos nulos,votos nulos,,0,Nariño,Francisco Pizarro (salahonda)
Iván Duque,Partido Centro Democrático,72.71,1596,Santander,Oiba
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.5,494,Santander,Oiba
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.78,105,Santander,Oiba
votos no marcados,votos no marcados,,24,Santander,Oiba
votos nulos,votos nulos,,43,Santander,Oiba
Iván Duque,Partido Centro Democrático,74.43,460,Santander,Albania
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.55,127,Santander,Albania
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.01,31,Santander,Albania
votos no marcados,votos no marcados,,4,Santander,Albania
votos nulos,votos nulos,,6,Santander,Albania
Iván Duque,Partido Centro Democrático,69.55,2956,Atlantico,Puerto Colombia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.94,975,Atlantico,Puerto Colombia
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.5,319,Atlantico,Puerto Colombia
votos no marcados,votos no marcados,,60,Atlantico,Puerto Colombia
votos nulos,votos nulos,,22,Atlantico,Puerto Colombia
Iván Duque,Partido Centro Democrático,70.3,1340,Valle,Riofrio
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.81,473,Valle,Riofrio
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.87,93,Valle,Riofrio
votos no marcados,votos no marcados,,25,Valle,Riofrio
votos nulos,votos nulos,,21,Valle,Riofrio
Iván Duque,Partido Centro Democrático,82.61,18714,Norte De San,Villa Del Rosario
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,10.66,2416,Norte De San,Villa Del Rosario
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.71,1522,Norte De San,Villa Del Rosario
votos no marcados,votos no marcados,,296,Norte De San,Villa Del Rosario
votos nulos,votos nulos,,190,Norte De San,Villa Del Rosario
