candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.62,271,Consulados,Brasil
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.37,57,Consulados,Brasil
votos no marcados,votos no marcados,,1,Consulados,Brasil
votos nulos,votos nulos,,0,Consulados,Brasil
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",61.29,19,Consulados,Guatemala
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",38.7,12,Consulados,Guatemala
votos no marcados,votos no marcados,,0,Consulados,Guatemala
votos nulos,votos nulos,,0,Consulados,Guatemala
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.77,305,Bolivar,Norosi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.22,31,Bolivar,Norosi
votos no marcados,votos no marcados,,16,Bolivar,Norosi
votos nulos,votos nulos,,7,Bolivar,Norosi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.11,31,Santander,Encino
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.88,5,Santander,Encino
votos no marcados,votos no marcados,,0,Santander,Encino
votos nulos,votos nulos,,1,Santander,Encino
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.53,91,Valle,El Aguila
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.46,22,Valle,El Aguila
votos no marcados,votos no marcados,,11,Valle,El Aguila
votos nulos,votos nulos,,2,Valle,El Aguila
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.62,177,Antioquia,Ituango
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.37,25,Antioquia,Ituango
votos no marcados,votos no marcados,,18,Antioquia,Ituango
votos nulos,votos nulos,,5,Antioquia,Ituango
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.47,1168,Choco,El Litoral Del San Juan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.52,95,Choco,El Litoral Del San Juan
votos no marcados,votos no marcados,,201,Choco,El Litoral Del San Juan
votos nulos,votos nulos,,32,Choco,El Litoral Del San Juan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.91,188,Casanare,Sacama
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.08,4,Casanare,Sacama
votos no marcados,votos no marcados,,5,Casanare,Sacama
votos nulos,votos nulos,,4,Casanare,Sacama
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.28,3729,Cauca,Balboa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.71,104,Cauca,Balboa
votos no marcados,votos no marcados,,197,Cauca,Balboa
votos nulos,votos nulos,,43,Cauca,Balboa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.94,107,Risaralda,Balboa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.05,22,Risaralda,Balboa
votos no marcados,votos no marcados,,19,Risaralda,Balboa
votos nulos,votos nulos,,3,Risaralda,Balboa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",76.66,69,Santander,Guaca
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.33,21,Santander,Guaca
votos no marcados,votos no marcados,,7,Santander,Guaca
votos nulos,votos nulos,,2,Santander,Guaca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.3,172,Tolima,San Antonio
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.69,25,Tolima,San Antonio
votos no marcados,votos no marcados,,25,Tolima,San Antonio
votos nulos,votos nulos,,2,Tolima,San Antonio
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",69.82,118,Caldas,Pensilvania
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",30.17,51,Caldas,Pensilvania
votos no marcados,votos no marcados,,22,Caldas,Pensilvania
votos nulos,votos nulos,,4,Caldas,Pensilvania
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.87,26,Santander,Cepita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.12,5,Santander,Cepita
votos no marcados,votos no marcados,,2,Santander,Cepita
votos nulos,votos nulos,,3,Santander,Cepita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.79,1495,Bolivar,Soplaviento
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.2,116,Bolivar,Soplaviento
votos no marcados,votos no marcados,,69,Bolivar,Soplaviento
votos nulos,votos nulos,,5,Bolivar,Soplaviento
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",70.31,1483,Cundinamarca,Cota
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",29.68,626,Cundinamarca,Cota
votos no marcados,votos no marcados,,33,Cundinamarca,Cota
votos nulos,votos nulos,,40,Cundinamarca,Cota
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.13,210,Guaviare,El Retorno
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.86,31,Guaviare,El Retorno
votos no marcados,votos no marcados,,10,Guaviare,El Retorno
votos nulos,votos nulos,,4,Guaviare,El Retorno
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.44,1463,Cordoba,Purisima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.55,86,Cordoba,Purisima
votos no marcados,votos no marcados,,56,Cordoba,Purisima
votos nulos,votos nulos,,27,Cordoba,Purisima
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.0,63,Cundinamarca,Viani
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",25.0,21,Cundinamarca,Viani
votos no marcados,votos no marcados,,0,Cundinamarca,Viani
votos nulos,votos nulos,,2,Cundinamarca,Viani
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",73.89,16030,Norte De San,Cucuta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",26.1,5664,Norte De San,Cucuta
votos no marcados,votos no marcados,,1085,Norte De San,Cucuta
votos nulos,votos nulos,,701,Norte De San,Cucuta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.61,184,Risaralda,Guatica
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.38,26,Risaralda,Guatica
votos no marcados,votos no marcados,,11,Risaralda,Guatica
votos nulos,votos nulos,,7,Risaralda,Guatica
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",57.14,4,Antioquia,Abriaqui
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",42.85,3,Antioquia,Abriaqui
votos no marcados,votos no marcados,,2,Antioquia,Abriaqui
votos nulos,votos nulos,,0,Antioquia,Abriaqui
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.6,311,Cundinamarca,Puerto Salgar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.39,61,Cundinamarca,Puerto Salgar
votos no marcados,votos no marcados,,17,Cundinamarca,Puerto Salgar
votos nulos,votos nulos,,17,Cundinamarca,Puerto Salgar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.05,1155,Sucre,Coloso (ricaurte)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.94,35,Sucre,Coloso (ricaurte)
votos no marcados,votos no marcados,,60,Sucre,Coloso (ricaurte)
votos nulos,votos nulos,,13,Sucre,Coloso (ricaurte)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.78,463,Boyaca,Belen
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.21,36,Boyaca,Belen
votos no marcados,votos no marcados,,8,Boyaca,Belen
votos nulos,votos nulos,,7,Boyaca,Belen
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.15,11677,Boyaca,Duitama
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.84,1569,Boyaca,Duitama
votos no marcados,votos no marcados,,147,Boyaca,Duitama
votos nulos,votos nulos,,210,Boyaca,Duitama
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.01,2064,Atlantico,Polonuevo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.98,155,Atlantico,Polonuevo
votos no marcados,votos no marcados,,120,Atlantico,Polonuevo
votos nulos,votos nulos,,28,Atlantico,Polonuevo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",83.33,5,Consulados,Egipto
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.66,1,Consulados,Egipto
votos no marcados,votos no marcados,,0,Consulados,Egipto
votos nulos,votos nulos,,0,Consulados,Egipto
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.27,295,Antioquia,Antioquia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.72,43,Antioquia,Antioquia
votos no marcados,votos no marcados,,15,Antioquia,Antioquia
votos nulos,votos nulos,,16,Antioquia,Antioquia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.08,673,Choco,Bahia Solano (mutis)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.91,91,Choco,Bahia Solano (mutis)
votos no marcados,votos no marcados,,137,Choco,Bahia Solano (mutis)
votos nulos,votos nulos,,25,Choco,Bahia Solano (mutis)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.98,1767,Bolivar,San Jacinto
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.01,113,Bolivar,San Jacinto
votos no marcados,votos no marcados,,52,Bolivar,San Jacinto
votos nulos,votos nulos,,54,Bolivar,San Jacinto
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",71.42,75,Antioquia,San Roque
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",28.57,30,Antioquia,San Roque
votos no marcados,votos no marcados,,8,Antioquia,San Roque
votos nulos,votos nulos,,5,Antioquia,San Roque
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.0,21,Antioquia,Anza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",16.0,4,Antioquia,Anza
votos no marcados,votos no marcados,,6,Antioquia,Anza
votos nulos,votos nulos,,3,Antioquia,Anza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.54,145,Cundinamarca,Sutatausa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.45,42,Cundinamarca,Sutatausa
votos no marcados,votos no marcados,,2,Cundinamarca,Sutatausa
votos nulos,votos nulos,,1,Cundinamarca,Sutatausa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.65,1084,Nariño,Los Andes (sotomayor)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.34,26,Nariño,Los Andes (sotomayor)
votos no marcados,votos no marcados,,40,Nariño,Los Andes (sotomayor)
votos nulos,votos nulos,,7,Nariño,Los Andes (sotomayor)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.71,25467,Cundinamarca,Soacha
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.28,3238,Cundinamarca,Soacha
votos no marcados,votos no marcados,,533,Cundinamarca,Soacha
votos nulos,votos nulos,,845,Cundinamarca,Soacha
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.81,395,Nariño,Ospina
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.18,13,Nariño,Ospina
votos no marcados,votos no marcados,,12,Nariño,Ospina
votos nulos,votos nulos,,4,Nariño,Ospina
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",67.33,338,Magdalena,Salamina
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",32.66,164,Magdalena,Salamina
votos no marcados,votos no marcados,,16,Magdalena,Salamina
votos nulos,votos nulos,,8,Magdalena,Salamina
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",73.21,82,Cundinamarca,Macheta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",26.78,30,Cundinamarca,Macheta
votos no marcados,votos no marcados,,6,Cundinamarca,Macheta
votos nulos,votos nulos,,6,Cundinamarca,Macheta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",72.22,13,Consulados,Irlanda
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",27.77,5,Consulados,Irlanda
votos no marcados,votos no marcados,,0,Consulados,Irlanda
votos nulos,votos nulos,,0,Consulados,Irlanda
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.3,12,Boyaca,Guacamayas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.69,1,Boyaca,Guacamayas
votos no marcados,votos no marcados,,0,Boyaca,Guacamayas
votos nulos,votos nulos,,0,Boyaca,Guacamayas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.27,4232,La Guajira,Barrancas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.72,456,La Guajira,Barrancas
votos no marcados,votos no marcados,,323,La Guajira,Barrancas
votos nulos,votos nulos,,120,La Guajira,Barrancas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",64.1,25,Antioquia,Montebello
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",35.89,14,Antioquia,Montebello
votos no marcados,votos no marcados,,1,Antioquia,Montebello
votos nulos,votos nulos,,1,Antioquia,Montebello
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.95,3526,Cesar,Curumani
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.04,227,Cesar,Curumani
votos no marcados,votos no marcados,,109,Cesar,Curumani
votos nulos,votos nulos,,49,Cesar,Curumani
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.32,655,Boyaca,Motavita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.67,25,Boyaca,Motavita
votos no marcados,votos no marcados,,11,Boyaca,Motavita
votos nulos,votos nulos,,14,Boyaca,Motavita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.5,739,Santander,Puente Nacional
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.49,96,Santander,Puente Nacional
votos no marcados,votos no marcados,,10,Santander,Puente Nacional
votos nulos,votos nulos,,18,Santander,Puente Nacional
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.82,2145,Quindio,Calarca
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.17,509,Quindio,Calarca
votos no marcados,votos no marcados,,111,Quindio,Calarca
votos nulos,votos nulos,,82,Quindio,Calarca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.73,72,Meta,El Dorado
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.26,4,Meta,El Dorado
votos no marcados,votos no marcados,,3,Meta,El Dorado
votos nulos,votos nulos,,0,Meta,El Dorado
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.16,237,Huila,Guadalupe
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.83,55,Huila,Guadalupe
votos no marcados,votos no marcados,,17,Huila,Guadalupe
votos nulos,votos nulos,,12,Huila,Guadalupe
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.09,1160,Antioquia,Necocli
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.9,142,Antioquia,Necocli
votos no marcados,votos no marcados,,159,Antioquia,Necocli
votos nulos,votos nulos,,35,Antioquia,Necocli
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",78.94,315,Cundinamarca,Bojaca
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",21.05,84,Cundinamarca,Bojaca
votos no marcados,votos no marcados,,9,Cundinamarca,Bojaca
votos nulos,votos nulos,,9,Cundinamarca,Bojaca
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.28,57,Boyaca,Coper
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.71,14,Boyaca,Coper
votos no marcados,votos no marcados,,4,Boyaca,Coper
votos nulos,votos nulos,,1,Boyaca,Coper
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",79.14,1108,Cundinamarca,La Mesa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.85,292,Cundinamarca,La Mesa
votos no marcados,votos no marcados,,32,Cundinamarca,La Mesa
votos nulos,votos nulos,,24,Cundinamarca,La Mesa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.93,4788,Cesar,El Paso
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.06,420,Cesar,El Paso
votos no marcados,votos no marcados,,294,Cesar,El Paso
votos nulos,votos nulos,,97,Cesar,El Paso
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.84,231,Boyaca,Zetaquira
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.15,29,Boyaca,Zetaquira
votos no marcados,votos no marcados,,13,Boyaca,Zetaquira
votos nulos,votos nulos,,5,Boyaca,Zetaquira
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",68.26,185,Antioquia,Retiro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",31.73,86,Antioquia,Retiro
votos no marcados,votos no marcados,,30,Antioquia,Retiro
votos nulos,votos nulos,,7,Antioquia,Retiro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.69,546,Valle,La Cumbre
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.3,56,Valle,La Cumbre
votos no marcados,votos no marcados,,35,Valle,La Cumbre
votos nulos,votos nulos,,10,Valle,La Cumbre
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.37,81,Norte De San,Santiago
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.62,15,Norte De San,Santiago
votos no marcados,votos no marcados,,2,Norte De San,Santiago
votos nulos,votos nulos,,1,Norte De San,Santiago
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.62,11988,Bolivar,Magangue
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.37,954,Bolivar,Magangue
votos no marcados,votos no marcados,,730,Bolivar,Magangue
votos nulos,votos nulos,,219,Bolivar,Magangue
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.88,299,Casanare,Trinidad
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.11,30,Casanare,Trinidad
votos no marcados,votos no marcados,,30,Casanare,Trinidad
votos nulos,votos nulos,,6,Casanare,Trinidad
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",76.94,66081,Magdalena,Santa Marta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",23.05,19804,Magdalena,Santa Marta
votos no marcados,votos no marcados,,921,Magdalena,Santa Marta
votos nulos,votos nulos,,1000,Magdalena,Santa Marta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.28,171,Cundinamarca,Medina
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.71,42,Cundinamarca,Medina
votos no marcados,votos no marcados,,8,Cundinamarca,Medina
votos nulos,votos nulos,,6,Cundinamarca,Medina
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.42,341,Meta,El Castillo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.57,9,Meta,El Castillo
votos no marcados,votos no marcados,,6,Meta,El Castillo
votos nulos,votos nulos,,6,Meta,El Castillo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.86,44,Boyaca,Busbanza
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.13,14,Boyaca,Busbanza
votos no marcados,votos no marcados,,1,Boyaca,Busbanza
votos nulos,votos nulos,,1,Boyaca,Busbanza
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.54,993,Nariño,Cumbitara
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.45,25,Nariño,Cumbitara
votos no marcados,votos no marcados,,45,Nariño,Cumbitara
votos nulos,votos nulos,,17,Nariño,Cumbitara
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.91,80,Caldas,Norcasia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.08,11,Caldas,Norcasia
votos no marcados,votos no marcados,,4,Caldas,Norcasia
votos nulos,votos nulos,,2,Caldas,Norcasia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.26,1271,Caldas,La Dorada
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.73,374,Caldas,La Dorada
votos no marcados,votos no marcados,,109,Caldas,La Dorada
votos nulos,votos nulos,,92,Caldas,La Dorada
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.85,462,Santander,Bolivar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.14,15,Santander,Bolivar
votos no marcados,votos no marcados,,10,Santander,Bolivar
votos nulos,votos nulos,,11,Santander,Bolivar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.35,1220,Bolivar,San Martin De Loba
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.64,73,Bolivar,San Martin De Loba
votos no marcados,votos no marcados,,49,Bolivar,San Martin De Loba
votos nulos,votos nulos,,17,Bolivar,San Martin De Loba
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.01,1153,Quindio,Quimbaya
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.98,172,Quindio,Quimbaya
votos no marcados,votos no marcados,,47,Quindio,Quimbaya
votos nulos,votos nulos,,33,Quindio,Quimbaya
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.39,4432,Cesar,Agustin Codazzi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.6,471,Cesar,Agustin Codazzi
votos no marcados,votos no marcados,,257,Cesar,Agustin Codazzi
votos nulos,votos nulos,,95,Cesar,Agustin Codazzi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.52,69,Antioquia,Vegachi
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.47,20,Antioquia,Vegachi
votos no marcados,votos no marcados,,5,Antioquia,Vegachi
votos nulos,votos nulos,,3,Antioquia,Vegachi
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.2,5049,Putumayo,Puerto Asis
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.79,427,Putumayo,Puerto Asis
votos no marcados,votos no marcados,,225,Putumayo,Puerto Asis
votos nulos,votos nulos,,127,Putumayo,Puerto Asis
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.34,495,Meta,San Martin De Los Llanos
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.65,162,Meta,San Martin De Los Llanos
votos no marcados,votos no marcados,,40,Meta,San Martin De Los Llanos
votos nulos,votos nulos,,30,Meta,San Martin De Los Llanos
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.66,869,Tolima,Ortega
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.33,79,Tolima,Ortega
votos no marcados,votos no marcados,,102,Tolima,Ortega
votos nulos,votos nulos,,36,Tolima,Ortega
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.12,1365,Atlantico,Juan De Acosta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.87,184,Atlantico,Juan De Acosta
votos no marcados,votos no marcados,,45,Atlantico,Juan De Acosta
votos nulos,votos nulos,,18,Atlantico,Juan De Acosta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.95,140,Boyaca,Beteitiva
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.04,9,Boyaca,Beteitiva
votos no marcados,votos no marcados,,1,Boyaca,Beteitiva
votos nulos,votos nulos,,2,Boyaca,Beteitiva
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.64,991,Bolivar,San Estanislao
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.35,127,Bolivar,San Estanislao
votos no marcados,votos no marcados,,57,Bolivar,San Estanislao
votos nulos,votos nulos,,65,Bolivar,San Estanislao
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.13,1728,Guaviare,San Jose Del Guaviare
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.86,168,Guaviare,San Jose Del Guaviare
votos no marcados,votos no marcados,,48,Guaviare,San Jose Del Guaviare
votos nulos,votos nulos,,23,Guaviare,San Jose Del Guaviare
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",79.8,328,Cundinamarca,Tocaima
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.19,83,Cundinamarca,Tocaima
votos no marcados,votos no marcados,,26,Cundinamarca,Tocaima
votos nulos,votos nulos,,14,Cundinamarca,Tocaima
